product_id,product_name,launch_datetime,category_id,description_word_count,has_video,screenshot_count,domain_type,pricing_model,featured,total_upvotes,total_comments,total_followers,total_views,success_score,success_tier,launch_date,launch_day,launch_hour,launch_month,launch_year,launch_quarter
363,ProHub,2024-10-12 19:32:34,12,38,False,7,.ai,Paid,False,5,0,0,101,3.0,High,2024-10-12,Saturday,19,10,2024,4
364,AutoAI,2023-10-16 19:32:34,10,116,False,3,.io,Paid,False,0,0,0,0,0.0,Low,2023-10-16,Monday,19,10,2023,4
365,Meta,2023-12-07 19:32:34,3,147,False,9,.io,Freemium,False,0,0,0,0,0.0,Low,2023-12-07,Thursday,19,12,2023,4
366,DeployBot,2024-04-24 19:32:34,9,82,False,6,.ai,Free Trial,False,6,2,0,133,4.199999999999999,High,2024-04-24,Wednesday,19,4,2024,2
367,Vision,2023-06-24 19:32:34,7,133,True,5,.tech,Free,False,0,0,0,0,0.0,Low,2023-06-24,Saturday,19,6,2023,2
368,Mind,2023-05-14 19:32:34,2,155,True,4,.ai,Freemium,False,5,0,0,108,3.0,High,2023-05-14,Sunday,19,5,2023,2
369,SyncPixel,2023-11-13 19:32:34,9,92,False,3,other,Free Trial,False,6,4,0,127,4.8,Viral,2023-11-13,Monday,19,11,2023,4
370,PulseCloud,2023-08-01 19:32:34,10,89,True,6,.io,Free Trial,False,10,17,0,208,11.1,Viral,2023-08-01,Tuesday,19,8,2023,3
371,TechBot,2023-07-16 19:32:34,2,73,False,4,.ai,Paid,False,2,0,0,43,1.2,Medium,2023-07-16,Sunday,19,7,2023,3
372,SparkCloud,2024-03-11 19:32:34,3,84,False,4,.tech,Free Trial,False,3,2,0,56,2.4,High,2024-03-11,Monday,19,3,2024,1
373,ProDev,2023-04-16 19:32:34,11,75,False,0,other,Free,True,0,0,0,0,0.0,Low,2023-04-16,Sunday,19,4,2023,2
374,AutoConnect,2025-02-11 19:32:34,10,73,False,1,.com,Free Trial,False,0,0,0,0,0.0,Low,2025-02-11,Tuesday,19,2,2025,1
375,DevSpark,2023-05-25 19:32:34,2,135,False,4,.ai,Freemium,True,6,4,2,106,5.0,Viral,2023-05-25,Thursday,19,5,2023,2
376,FlowSmart,2024-06-09 19:32:34,3,76,True,2,.ai,Free,False,2,0,0,41,1.2,Medium,2024-06-09,Sunday,19,6,2024,2
377,Vision,2023-08-20 19:32:34,6,107,True,1,.io,Free,False,1,1,0,22,0.8999999999999999,Medium,2023-08-20,Sunday,19,8,2023,3
378,SparkData,2023-05-23 19:32:34,9,101,False,3,other,Freemium,False,3,0,0,58,1.7999999999999998,Medium,2023-05-23,Tuesday,19,5,2023,2
379,Flow,2025-03-14 19:32:34,9,144,True,3,.com,Free,False,2,0,0,37,1.2,Medium,2025-03-14,Friday,19,3,2025,1
380,DesignSmart,2024-10-08 19:32:34,7,84,True,3,.co,Freemium,False,4,5,0,78,3.9,High,2024-10-08,Tuesday,19,10,2024,4
381,AIPulse,2023-05-18 19:32:34,12,111,False,3,.co,Free,False,2,0,0,40,1.2,Medium,2023-05-18,Thursday,19,5,2023,2
382,QuickDeploy,2023-11-18 19:32:34,3,123,False,2,.app,Free,False,0,0,0,0,0.0,Low,2023-11-18,Saturday,19,11,2023,4
383,QuickScript,2023-12-12 19:32:34,4,144,False,6,.ai,Freemium,True,9,3,0,170,6.299999999999999,Viral,2023-12-12,Tuesday,19,12,2023,4
384,Smart,2024-09-08 19:32:34,6,84,True,8,.ai,Freemium,False,10,0,3,198,6.3,Viral,2024-09-08,Sunday,19,9,2024,3
385,HyperSmart,2024-07-20 19:32:34,11,81,True,4,.com,Freemium,False,1,0,0,18,0.6,Low,2024-07-20,Saturday,19,7,2024,3
386,Sync,2023-12-18 19:32:34,5,68,True,3,.tech,Paid,False,3,0,0,56,1.7999999999999998,Medium,2023-12-18,Monday,19,12,2023,4
387,SyncConnect,2024-07-31 19:32:34,2,167,False,10,.co,Free Trial,False,4,3,0,71,3.3,High,2024-07-31,Wednesday,19,7,2024,3
388,DataWave,2024-10-24 19:32:34,6,141,False,1,.app,Paid,False,5,0,2,85,3.2,High,2024-10-24,Thursday,19,10,2024,4
389,SuperPro,2023-12-27 19:32:34,3,98,False,1,.com,Freemium,False,3,1,0,58,2.0999999999999996,High,2023-12-27,Wednesday,19,12,2023,4
390,Vision,2025-02-09 19:32:34,8,157,False,4,.ai,Paid,False,1,0,0,17,0.6,Low,2025-02-09,Sunday,19,2,2025,1
391,Sync,2025-01-15 19:32:34,2,96,False,6,.co,Free,False,11,1,3,190,7.199999999999999,Viral,2025-01-15,Wednesday,19,1,2025,1
392,DevAI,2025-02-01 19:32:34,1,121,False,9,other,Free,False,1,0,0,21,0.6,Low,2025-02-01,Saturday,19,2,2025,1
393,ScriptInsight,2024-12-06 19:32:34,9,100,False,9,.app,Freemium,False,0,0,0,0,0.0,Low,2024-12-06,Friday,19,12,2024,4
394,BoostTech,2025-01-25 19:32:34,12,111,False,8,.io,Free Trial,False,2,1,0,44,1.5,Medium,2025-01-25,Saturday,19,1,2025,1
395,CloudTech,2024-04-15 19:32:34,3,108,False,6,.co,Free,False,3,0,0,62,1.7999999999999998,Medium,2024-04-15,Monday,19,4,2024,2
396,Pixel,2023-04-22 19:32:34,11,87,False,4,.app,Free,False,2,0,0,41,1.2,Medium,2023-04-22,Saturday,19,4,2023,2
397,Pro,2023-05-12 19:32:34,1,132,False,9,.com,Free,False,3,3,1,55,2.8,High,2023-05-12,Friday,19,5,2023,2
398,DeepDesign,2024-02-05 19:32:34,7,121,False,9,.io,Free Trial,False,6,8,0,116,6.0,Viral,2024-02-05,Monday,19,2,2024,1
399,ProDev,2023-07-15 19:32:34,10,130,False,9,.app,Freemium,False,2,0,0,37,1.2,Medium,2023-07-15,Saturday,19,7,2023,3
400,EasySmart,2023-07-06 19:32:34,5,109,False,5,.app,Free,False,0,0,0,0,0.0,Low,2023-07-06,Thursday,19,7,2023,3
401,ScriptPixel,2024-09-09 19:32:34,5,72,False,10,.ai,Freemium,True,5,2,0,92,3.6,High,2024-09-09,Monday,19,9,2024,3
402,Code,2023-05-20 19:32:34,1,151,True,2,.tech,Freemium,True,5,0,0,85,3.0,High,2023-05-20,Saturday,19,5,2023,2
403,SmartConnect,2023-07-27 19:32:34,9,92,True,4,.co,Paid,False,3,0,0,65,1.7999999999999998,Medium,2023-07-27,Thursday,19,7,2023,3
404,Sync,2024-01-21 19:32:34,7,110,False,7,.ai,Free,False,1,0,0,18,0.6,Low,2024-01-21,Sunday,19,1,2024,1
405,DevQuick,2024-09-12 19:32:34,8,119,False,0,other,Free Trial,False,3,0,0,60,1.7999999999999998,Medium,2024-09-12,Thursday,19,9,2024,3
406,AI,2024-01-31 19:32:34,9,110,True,0,.io,Freemium,False,0,0,0,0,0.0,Low,2024-01-31,Wednesday,19,1,2024,1
407,ScriptHub,2024-05-20 19:32:34,6,127,False,6,.tech,Paid,True,7,4,0,120,5.4,Viral,2024-05-20,Monday,19,5,2024,2
408,QuickSync,2024-06-19 19:32:34,12,132,True,4,.app,Free,False,3,4,0,59,3.0,High,2024-06-19,Wednesday,19,6,2024,2
409,Tech,2024-03-04 19:32:34,5,93,True,4,.ai,Freemium,False,2,0,0,40,1.2,Medium,2024-03-04,Monday,19,3,2024,1
410,HubQuick,2023-05-25 19:32:34,6,148,False,0,.tech,Freemium,False,4,0,0,79,2.4,High,2023-05-25,Thursday,19,5,2023,2
411,DevCode,2024-08-01 19:32:34,11,91,True,8,other,Freemium,False,7,3,0,131,5.1,Viral,2024-08-01,Thursday,19,8,2024,3
412,Code,2023-11-03 19:32:34,2,110,True,0,.co,Free,False,2,1,0,33,1.5,Medium,2023-11-03,Friday,19,11,2023,4
413,Wave,2024-03-25 19:32:34,4,88,False,4,other,Paid,True,6,2,0,121,4.199999999999999,High,2024-03-25,Monday,19,3,2024,1
414,SuperAI,2024-04-11 19:32:34,3,79,False,9,.io,Free,False,11,14,2,199,11.0,Viral,2024-04-11,Thursday,19,4,2024,2
415,QuickTech,2024-03-26 19:32:34,7,131,False,8,.com,Paid,False,3,0,0,64,1.7999999999999998,Medium,2024-03-26,Tuesday,19,3,2024,1
416,ProDesign,2025-03-19 19:32:34,9,193,False,3,.ai,Free Trial,False,3,0,0,48,1.7999999999999998,Medium,2025-03-19,Wednesday,19,3,2025,1
417,StreamDev,2023-10-22 19:32:34,5,89,False,7,.io,Freemium,False,6,3,0,121,4.5,Viral,2023-10-22,Sunday,19,10,2023,4
418,VisionStream,2024-09-09 19:32:34,6,136,True,5,.com,Paid,False,5,3,0,99,3.9,High,2024-09-09,Monday,19,9,2024,3
419,SimpleApp,2025-03-25 19:32:34,10,90,False,10,.ai,Paid,False,4,1,0,74,2.6999999999999997,High,2025-03-25,Tuesday,19,3,2025,1
420,MegaPulse,2024-11-08 19:32:34,12,99,True,2,.io,Freemium,False,1,0,0,22,0.6,Low,2024-11-08,Friday,19,11,2024,4
421,SuperVision,2024-02-24 19:32:34,12,152,False,3,other,Free Trial,False,2,0,0,32,1.2,Medium,2024-02-24,Saturday,19,2,2024,1
422,AutoScript,2023-12-30 19:32:34,2,67,False,1,.io,Free,False,2,0,0,37,1.2,Medium,2023-12-30,Saturday,19,12,2023,4
423,ConnectSync,2025-02-19 19:32:34,3,59,False,0,.tech,Freemium,False,4,0,0,90,2.4,High,2025-02-19,Wednesday,19,2,2025,1
424,QuickSmart,2024-08-01 19:32:34,3,97,True,7,other,Paid,False,0,0,0,0,0.0,Low,2024-08-01,Thursday,19,8,2024,3
425,CodeAI,2023-10-03 19:32:34,12,119,False,0,.ai,Freemium,False,10,0,0,215,6.0,Viral,2023-10-03,Tuesday,19,10,2023,4
426,NextSpark,2023-06-19 19:32:34,12,113,True,10,.io,Freemium,False,3,0,0,66,1.7999999999999998,Medium,2023-06-19,Monday,19,6,2023,2
427,MegaLogic,2023-10-22 19:32:34,9,110,True,0,.app,Freemium,True,4,0,0,77,2.4,High,2023-10-22,Sunday,19,10,2023,4
428,Data,2024-12-04 19:32:34,7,101,False,3,.ai,Free Trial,True,11,0,0,206,6.6,Viral,2024-12-04,Wednesday,19,12,2024,4
429,WaveDev,2023-11-03 19:32:34,8,123,True,9,.io,Free Trial,False,9,3,1,169,6.399999999999999,Viral,2023-11-03,Friday,19,11,2023,4
430,StreamCode,2025-02-28 19:32:34,11,30,False,9,.tech,Freemium,False,1,0,0,24,0.6,Low,2025-02-28,Friday,19,2,2025,1
431,StreamPro,2023-09-26 19:32:34,10,77,True,5,.com,Paid,False,17,6,0,325,12.0,Viral,2023-09-26,Tuesday,19,9,2023,3
432,HyperScript,2024-08-14 19:32:34,11,97,False,8,.com,Free Trial,False,6,4,0,116,4.8,Viral,2024-08-14,Wednesday,19,8,2024,3
433,BoostDev,2023-10-27 19:32:34,9,121,False,0,.app,Free,True,3,1,0,64,2.0999999999999996,High,2023-10-27,Friday,19,10,2023,4
434,QuickSpark,2025-03-13 19:32:34,6,144,False,6,.ai,Free,False,5,0,2,101,3.2,High,2025-03-13,Thursday,19,3,2025,1
435,BotMeta,2025-03-16 19:32:34,4,73,False,9,.tech,Paid,False,0,0,0,0,0.0,Low,2025-03-16,Sunday,19,3,2025,1
436,SmartSmart,2023-04-28 19:32:34,12,143,False,10,.io,Free Trial,False,12,5,0,238,8.7,Viral,2023-04-28,Friday,19,4,2023,2
437,SyncPixel,2023-08-20 19:32:34,1,86,False,4,.io,Free Trial,True,6,3,1,136,4.6,Viral,2023-08-20,Sunday,19,8,2023,3
438,Connect,2024-09-19 19:32:34,8,96,False,7,.com,Freemium,False,5,0,5,93,3.5,High,2024-09-19,Thursday,19,9,2024,3
439,SmartWave,2023-08-25 19:32:34,7,117,False,6,.tech,Free,False,0,0,0,0,0.0,Low,2023-08-25,Friday,19,8,2023,3
440,SparkBot,2025-01-03 19:32:34,2,93,False,3,other,Freemium,False,2,1,0,46,1.5,Medium,2025-01-03,Friday,19,1,2025,1
441,DataQuick,2024-11-17 19:32:34,8,133,False,3,.app,Free,False,0,0,0,0,0.0,Low,2024-11-17,Sunday,19,11,2024,4
442,Code,2024-12-17 19:32:34,12,87,False,5,.com,Free,False,4,4,0,80,3.5999999999999996,High,2024-12-17,Tuesday,19,12,2024,4
443,InsightDeploy,2024-11-08 19:32:34,5,88,False,5,.com,Paid,False,7,0,0,134,4.2,High,2024-11-08,Friday,19,11,2024,4
444,FlowPro,2023-08-14 19:32:34,7,131,False,8,.app,Free,False,2,0,0,37,1.2,Medium,2023-08-14,Monday,19,8,2023,3
445,Tech,2024-11-17 19:32:34,4,77,False,4,.ai,Free Trial,True,6,5,0,115,5.1,Viral,2024-11-17,Sunday,19,11,2024,4
446,Mind,2024-03-15 19:32:34,5,107,True,7,.io,Freemium,False,11,3,1,222,7.6,Viral,2024-03-15,Friday,19,3,2024,1
447,Data,2024-09-21 19:32:34,8,50,True,4,.ai,Freemium,False,0,0,0,0,0.0,Low,2024-09-21,Saturday,19,9,2024,3
448,RapidInsight,2024-03-02 19:32:34,1,154,False,1,.tech,Free,False,1,0,0,21,0.6,Low,2024-03-02,Saturday,19,3,2024,1
449,FlowVision,2025-04-05 19:32:34,1,136,True,5,other,Freemium,True,5,0,0,99,3.0,High,2025-04-05,Saturday,19,4,2025,2
450,ScriptFlow,2024-02-23 19:32:34,4,182,False,8,.co,Free,False,3,4,0,55,3.0,High,2024-02-23,Friday,19,2,2024,1
451,ProHub,2024-12-11 19:32:34,3,140,False,2,.co,Open Source,False,3,0,0,61,1.7999999999999998,Medium,2024-12-11,Wednesday,19,12,2024,4
452,EasyDeploy,2024-12-12 19:32:34,10,66,False,0,.co,Free Trial,False,5,0,0,86,3.0,High,2024-12-12,Thursday,19,12,2024,4
453,AutoDesign,2024-10-25 19:32:34,12,120,True,0,.app,Freemium,False,2,0,0,45,1.2,Medium,2024-10-25,Friday,19,10,2024,4
454,Sync,2024-12-18 19:32:34,2,72,True,2,.com,Free,False,5,0,0,93,3.0,High,2024-12-18,Wednesday,19,12,2024,4
455,PixelPixel,2025-03-15 19:32:34,12,147,False,9,other,Free Trial,True,1,0,0,21,0.6,Low,2025-03-15,Saturday,19,3,2025,1
456,QuickDesign,2024-12-14 19:32:34,3,66,False,4,.ai,Freemium,False,9,6,0,162,7.199999999999999,Viral,2024-12-14,Saturday,19,12,2024,4
457,DesignConnect,2025-03-15 19:32:34,11,65,False,2,.io,Free,True,1,0,0,21,0.6,Low,2025-03-15,Saturday,19,3,2025,1
458,EasySmart,2024-01-27 19:32:34,11,51,False,8,.co,Freemium,False,3,5,0,53,3.3,High,2024-01-27,Saturday,19,1,2024,1
459,VisionDev,2024-09-20 19:32:34,11,85,False,7,.ai,Free Trial,False,6,3,0,132,4.5,Viral,2024-09-20,Friday,19,9,2024,3
460,CodePixel,2025-02-28 19:32:34,1,79,False,2,.co,Free,False,0,0,0,0,0.0,Low,2025-02-28,Friday,19,2,2025,1
461,DesignMeta,2023-08-01 19:32:34,1,62,False,8,other,Free,False,8,4,0,139,6.0,Viral,2023-08-01,Tuesday,19,8,2023,3
462,UltraConnect,2024-02-13 19:32:34,6,159,True,5,.co,Free Trial,True,15,3,3,296,10.200000000000001,Viral,2024-02-13,Tuesday,19,2,2024,1
463,HyperQuick,2023-12-24 19:32:34,5,115,False,6,.io,Free,False,1,0,0,24,0.6,Low,2023-12-24,Sunday,19,12,2023,4
464,ProSmart,2024-01-31 19:32:34,8,112,False,3,.tech,Free,False,2,1,0,33,1.5,Medium,2024-01-31,Wednesday,19,1,2024,1
465,Insight,2024-09-05 19:32:34,2,147,False,3,.tech,Freemium,False,5,1,0,107,3.3,High,2024-09-05,Thursday,19,9,2024,3
466,CloudAI,2024-05-08 19:32:34,4,107,True,1,other,Free Trial,False,0,0,0,0,0.0,Low,2024-05-08,Wednesday,19,5,2024,2
467,DataScript,2024-10-01 19:32:34,8,77,False,4,.tech,Freemium,False,7,0,0,137,4.2,High,2024-10-01,Tuesday,19,10,2024,4
468,Spark,2023-05-06 19:32:34,12,48,False,7,.app,Open Source,False,1,0,0,21,0.6,Low,2023-05-06,Saturday,19,5,2023,2
469,WaveScript,2024-01-24 19:32:34,6,75,False,6,.com,Paid,False,1,0,0,17,0.6,Low,2024-01-24,Wednesday,19,1,2024,1
470,Hub,2025-03-25 19:32:34,1,145,True,6,.app,Free,False,10,10,0,189,9.0,Viral,2025-03-25,Tuesday,19,3,2025,1
471,SparkPro,2024-08-16 19:32:34,4,62,False,5,.ai,Open Source,False,6,0,0,122,3.5999999999999996,High,2024-08-16,Friday,19,8,2024,3
472,Pro,2024-05-01 19:32:34,1,110,False,2,.app,Freemium,False,6,0,0,103,3.5999999999999996,High,2024-05-01,Wednesday,19,5,2024,2
473,InsightStream,2024-11-10 19:32:34,2,131,False,4,.ai,Free,False,3,0,0,52,1.7999999999999998,Medium,2024-11-10,Sunday,19,11,2024,4
474,Tech,2024-11-08 19:32:34,5,108,False,0,.ai,Freemium,False,0,0,0,0,0.0,Low,2024-11-08,Friday,19,11,2024,4
475,EasyPro,2025-02-12 19:32:34,8,111,False,6,.com,Freemium,False,12,5,0,239,8.7,Viral,2025-02-12,Wednesday,19,2,2025,1
476,Quick,2023-07-24 19:32:34,8,119,False,8,.io,Free,False,1,0,0,20,0.6,Low,2023-07-24,Monday,19,7,2023,3
477,DevAI,2023-07-06 19:32:34,11,111,False,0,other,Free,False,2,0,0,46,1.2,Medium,2023-07-06,Thursday,19,7,2023,3
478,SuperSync,2025-01-08 19:32:34,3,148,False,1,.com,Freemium,False,3,0,0,66,1.7999999999999998,Medium,2025-01-08,Wednesday,19,1,2025,1
479,Mind,2024-09-17 19:32:34,11,68,True,2,other,Free Trial,False,9,1,0,188,5.699999999999999,Viral,2024-09-17,Tuesday,19,9,2024,3
480,DeepPro,2025-03-26 19:32:34,4,107,False,2,.tech,Freemium,False,8,0,0,157,4.8,Viral,2025-03-26,Wednesday,19,3,2025,1
481,SmartCloud,2023-12-31 19:32:34,10,45,True,7,.tech,Open Source,False,10,1,1,227,6.3999999999999995,Viral,2023-12-31,Sunday,19,12,2023,4
482,HyperPro,2024-07-22 19:32:34,11,37,False,6,.app,Free,False,2,0,0,42,1.2,Medium,2024-07-22,Monday,19,7,2024,3
483,ProPulse,2023-10-28 19:32:34,6,97,True,5,.ai,Free,False,1,0,0,24,0.6,Low,2023-10-28,Saturday,19,10,2023,4
484,EasyFlow,2023-08-18 19:32:34,11,116,True,9,.co,Free,True,17,26,8,333,18.8,Viral,2023-08-18,Friday,19,8,2023,3
485,AutoHub,2024-10-03 19:32:34,11,148,False,9,.co,Free,False,6,12,0,107,7.199999999999999,Viral,2024-10-03,Thursday,19,10,2024,4
486,Logic,2024-01-19 19:32:34,10,172,True,10,other,Free,False,3,0,0,59,1.7999999999999998,Medium,2024-01-19,Friday,19,1,2024,1
487,ProPro,2024-12-05 19:32:34,3,139,False,3,.ai,Paid,False,11,0,0,214,6.6,Viral,2024-12-05,Thursday,19,12,2024,4
488,BotScript,2024-08-31 19:32:34,2,121,True,8,other,Free Trial,False,0,0,0,0,0.0,Low,2024-08-31,Saturday,19,8,2024,3
489,Pro,2023-08-30 19:32:34,6,104,False,0,.com,Open Source,False,3,1,0,60,2.0999999999999996,High,2023-08-30,Wednesday,19,8,2023,3
490,Wave,2024-12-17 19:32:34,11,54,False,10,.io,Free,False,10,2,0,215,6.6,Viral,2024-12-17,Tuesday,19,12,2024,4
491,NeoApp,2023-06-21 19:32:34,5,95,False,1,.com,Free Trial,False,2,1,0,45,1.5,Medium,2023-06-21,Wednesday,19,6,2023,2
492,FastLogic,2023-07-15 19:32:34,10,138,False,3,.ai,Freemium,False,0,0,0,0,0.0,Low,2023-07-15,Saturday,19,7,2023,3
493,ConnectCloud,2024-04-06 19:32:34,5,126,True,2,.ai,Free,False,3,0,0,55,1.7999999999999998,Medium,2024-04-06,Saturday,19,4,2024,2
494,AppPixel,2024-10-25 19:32:34,10,61,False,0,.io,Free Trial,False,0,0,0,0,0.0,Low,2024-10-25,Friday,19,10,2024,4
495,BoostApp,2024-03-14 19:32:34,5,118,True,4,other,Freemium,False,4,0,0,78,2.4,High,2024-03-14,Thursday,19,3,2024,1
496,PixelInsight,2024-12-01 19:32:34,10,115,False,6,.app,Free,False,5,3,0,112,3.9,High,2024-12-01,Sunday,19,12,2024,4
497,MegaQuick,2025-01-07 19:32:34,12,110,False,1,.app,Freemium,False,12,8,0,232,9.6,Viral,2025-01-07,Tuesday,19,1,2025,1
498,MindWave,2024-11-08 19:32:34,5,99,False,4,.io,Free,True,3,0,0,47,1.7999999999999998,Medium,2024-11-08,Friday,19,11,2024,4
499,Insight,2025-01-30 19:32:34,3,119,True,5,.app,Paid,False,12,1,0,214,7.499999999999999,Viral,2025-01-30,Thursday,19,1,2025,1
500,App,2025-03-11 19:32:34,7,120,False,10,.co,Freemium,False,8,13,0,183,8.7,Viral,2025-03-11,Tuesday,19,3,2025,1
501,MegaHub,2025-02-13 19:32:34,6,80,True,6,.app,Open Source,False,5,6,0,104,4.8,Viral,2025-02-13,Thursday,19,2,2025,1
502,MegaBot,2024-06-01 19:32:34,4,113,False,0,.app,Free,False,0,1,0,0,0.3,Low,2024-06-01,Saturday,19,6,2024,2
503,SparkScript,2024-03-24 19:32:34,2,94,False,6,.app,Freemium,False,3,0,0,56,1.7999999999999998,Medium,2024-03-24,Sunday,19,3,2024,1
504,Smart,2024-08-11 19:32:34,12,55,False,3,.co,Freemium,True,9,2,6,184,6.6,Viral,2024-08-11,Sunday,19,8,2024,3
505,SimplePulse,2023-07-20 19:32:34,9,83,True,7,other,Freemium,False,8,2,0,149,5.3999999999999995,Viral,2023-07-20,Thursday,19,7,2023,3
506,QuickDev,2024-07-12 19:32:34,1,53,True,3,.app,Freemium,True,1,0,0,18,0.6,Low,2024-07-12,Friday,19,7,2024,3
507,Dev,2025-04-02 19:32:34,11,129,False,5,.tech,Paid,False,6,0,0,129,3.5999999999999996,High,2025-04-02,Wednesday,19,4,2025,2
508,Spark,2023-09-18 19:32:34,4,110,True,8,.co,Free Trial,False,7,0,0,157,4.2,High,2023-09-18,Monday,19,9,2023,3
509,Logic,2023-05-24 19:32:34,1,89,True,4,.io,Free Trial,False,6,0,0,133,3.5999999999999996,High,2023-05-24,Wednesday,19,5,2023,2
510,NextQuick,2024-06-11 19:32:34,6,142,False,3,.com,Free Trial,False,2,0,0,45,1.2,Medium,2024-06-11,Tuesday,19,6,2024,2
511,BoostPulse,2025-02-24 19:32:34,4,102,True,7,.io,Free Trial,True,16,27,0,306,17.7,Viral,2025-02-24,Monday,19,2,2025,1
512,MegaLogic,2024-10-07 19:32:34,5,57,True,8,.com,Freemium,False,5,0,0,103,3.0,High,2024-10-07,Monday,19,10,2024,4
513,Stream,2023-09-30 19:32:34,5,86,False,3,.io,Free Trial,False,0,0,0,0,0.0,Low,2023-09-30,Saturday,19,9,2023,3
514,Cloud,2024-11-17 19:32:34,9,148,False,2,.tech,Freemium,False,0,0,0,0,0.0,Low,2024-11-17,Sunday,19,11,2024,4
515,MetaDesign,2024-06-28 19:32:34,1,79,True,7,.com,Freemium,False,2,0,0,39,1.2,Medium,2024-06-28,Friday,19,6,2024,2
516,LogicStream,2024-04-25 19:32:34,2,108,True,4,.com,Freemium,False,9,11,0,178,8.7,Viral,2024-04-25,Thursday,19,4,2024,2
517,InsightSmart,2024-11-15 19:32:34,6,122,False,1,.ai,Freemium,False,2,0,0,39,1.2,Medium,2024-11-15,Friday,19,11,2024,4
518,Tech,2025-03-23 19:32:34,5,117,True,9,.com,Free,True,13,3,4,239,9.1,Viral,2025-03-23,Sunday,19,3,2025,1
519,Vision,2024-05-25 19:32:34,11,173,False,8,.com,Open Source,False,4,0,0,77,2.4,High,2024-05-25,Saturday,19,5,2024,2
520,DevPixel,2023-11-11 19:32:34,7,64,True,2,.ai,Freemium,False,0,0,0,0,0.0,Low,2023-11-11,Saturday,19,11,2023,4
521,SmartSmart,2024-08-21 19:32:34,3,67,False,1,.app,Free,False,0,0,0,0,0.0,Low,2024-08-21,Wednesday,19,8,2024,3
522,DesignSmart,2024-03-11 19:32:34,3,65,False,0,.app,Freemium,False,5,4,0,110,4.2,High,2024-03-11,Monday,19,3,2024,1
523,Cloud,2023-08-11 19:32:34,10,91,False,7,.ai,Free,True,17,12,0,348,13.799999999999999,Viral,2023-08-11,Friday,19,8,2023,3
524,App,2023-11-03 19:32:34,2,132,False,10,.co,Free,False,6,6,0,120,5.3999999999999995,Viral,2023-11-03,Friday,19,11,2023,4
525,Pro,2024-06-14 19:32:34,3,69,False,2,.com,Free,False,3,2,0,62,2.4,High,2024-06-14,Friday,19,6,2024,2
526,BoostFlow,2023-10-01 19:32:34,10,133,True,6,.com,Freemium,False,6,0,2,119,3.8,High,2023-10-01,Sunday,19,10,2023,4
527,AutoDev,2024-10-16 19:32:34,1,101,True,0,.ai,Freemium,False,7,3,0,120,5.1,Viral,2024-10-16,Wednesday,19,10,2024,4
528,SyncPro,2024-07-06 19:32:34,5,66,False,0,.ai,Paid,False,0,0,0,0,0.0,Low,2024-07-06,Saturday,19,7,2024,3
529,FlowPro,2023-11-28 19:32:34,12,47,True,8,.co,Paid,False,5,1,0,95,3.3,High,2023-11-28,Tuesday,19,11,2023,4
530,Quick,2023-11-26 19:32:34,5,54,True,7,.tech,Freemium,False,4,0,0,69,2.4,High,2023-11-26,Sunday,19,11,2023,4
531,Stream,2023-09-04 19:32:34,12,80,False,2,.app,Freemium,False,1,0,0,20,0.6,Low,2023-09-04,Monday,19,9,2023,3
532,Flow,2023-06-09 19:32:34,11,94,False,5,.io,Freemium,True,6,3,3,107,4.8,Viral,2023-06-09,Friday,19,6,2023,2
533,Pro,2025-03-29 19:32:34,7,140,False,10,.tech,Paid,False,1,1,0,21,0.8999999999999999,Medium,2025-03-29,Saturday,19,3,2025,1
534,MegaDesign,2024-05-22 19:32:34,4,123,False,2,other,Free,True,0,0,0,0,0.0,Low,2024-05-22,Wednesday,19,5,2024,2
535,SmartConnect,2023-10-16 19:32:34,3,74,False,3,.app,Free,False,9,10,0,191,8.399999999999999,Viral,2023-10-16,Monday,19,10,2023,4
536,Pro,2024-10-05 19:32:34,1,112,True,0,.com,Paid,False,0,0,0,0,0.0,Low,2024-10-05,Saturday,19,10,2024,4
537,Cloud,2025-01-07 19:32:34,12,149,False,4,other,Freemium,False,3,0,0,58,1.7999999999999998,Medium,2025-01-07,Tuesday,19,1,2025,1
538,WaveCode,2024-12-25 19:32:34,8,156,True,0,.tech,Free,False,6,3,0,115,4.5,Viral,2024-12-25,Wednesday,19,12,2024,4
539,DevData,2023-08-08 19:32:34,3,90,False,0,.ai,Free,False,3,0,0,59,1.7999999999999998,Medium,2023-08-08,Tuesday,19,8,2023,3
540,DesignScript,2024-11-20 19:32:34,2,128,False,9,.co,Free Trial,False,5,0,0,100,3.0,High,2024-11-20,Wednesday,19,11,2024,4
541,Bot,2025-01-15 19:32:34,11,141,False,10,.app,Free Trial,False,4,0,0,78,2.4,High,2025-01-15,Wednesday,19,1,2025,1
542,SuperLogic,2023-07-23 19:32:34,4,54,False,10,.co,Paid,False,12,4,5,228,8.899999999999999,Viral,2023-07-23,Sunday,19,7,2023,3
543,DataBot,2024-06-27 19:32:34,3,84,True,6,other,Freemium,False,10,7,0,206,8.1,Viral,2024-06-27,Thursday,19,6,2024,2
544,RapidLogic,2023-11-08 19:32:34,1,166,False,5,.app,Freemium,False,8,0,2,150,5.0,Viral,2023-11-08,Wednesday,19,11,2023,4
545,SimpleVision,2023-07-13 19:32:34,3,90,False,1,.tech,Open Source,False,2,0,0,44,1.2,Medium,2023-07-13,Thursday,19,7,2023,3
